Vendor Categories,,,,
"Law office of Julie Frances, P.C.",,,,
All Dates,,,,

,Account name,Transaction date,Memo/Description,Full name
,Cash-ATC-PC Operating Account,06/23/2022,MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,06/27/2022,Transfer To DD 5283165,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/27/2022,Transfer To DD 5283165,Shareholder Distribution
,Cash-ATC-PC Operating Account,06/29/2022,Transfer To DD 5760727 06-28-22 KJH payroll advance,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/29/2022,Transfer To DD 5760727 06-28-22 KJH,KJH Loan
,Cash-ATC-PC Operating Account,07/01/2022,Transfer To DD 5283165 Nedwick family bills,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/01/2022,Transfer To DD 5283165 Nedwick family bills,Shareholder Distribution
,Cash-ATC-PC Operating Account,07/01/2022,MOBILE PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/01/2022,MOBILE PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,American Express
,Cash-ATC-PC Operating Account,07/05/2022,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/05/2022,MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,07/17/2022,MOBILE PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/17/2022,MOBILE PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,American Express
,Cash-ATC-PC Operating Account,07/20/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/20/2022,,Shareholder Distribution
,Cash-ATC-PC Operating Account,07/25/2022,Transfer To DD 5283165 Nedwick Family bills,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/25/2022,Transfer To DD 5283165 Nedwick Family bills,Shareholder Distribution
,Cash-ATC-PC Operating Account,08/02/2022,NYS DTF WT/Tax Paymnt W24926236810,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/02/2022,NYS DTF WT/Tax Paymnt W24926236810,Payroll Liabilities
,Cash-ATC-PC Operating Account,08/02/2022,NYS DOL UI/Tax Paymnt U24926236810,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/02/2022,NYS DOL UI/Tax Paymnt U24926236810,Payroll Liabilities
,Cash-ATC-PC Operating Account,08/08/2022,Transfer To DD 5283165 Nedwick Family Bills,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/08/2022,Transfer To DD 5283165 Nedwick Family Bills,Shareholder Distribution
,Cash-ATC-PC Operating Account,08/10/2022,AUTOPAY PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/10/2022,AUTOPAY PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,American Express
,Cash-ATC-PC Operating Account,08/11/2022,Transfer To DD 5283165 Nedwick household bills,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/11/2022,Transfer To DD 5283165 Nedwick household bills,Shareholder Distribution
,Cash-ATC-PC Operating Account,08/15/2022,Transfer To DD 5283165 Nedwick Family bills,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/15/2022,Transfer To DD 5283165 Nedwick Family bills,Shareholder Distribution
,Cash-ATC-PC Operating Account,08/15/2022,THE HARTFORD/713BIACHRE LAW OFFICE OF JULIE M,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/15/2022,THE HARTFORD/713BIACHRE LAW OFFICE OF JULIE M,Insurance Expense
,Cash-ATC-PC Operating Account,08/17/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/17/2022,Cash,Shareholder Distribution
,Cash-ATC-PC Operating Account,08/17/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/17/2022,24 Pinehurst Ln.,Shareholder Distribution
,Cash-ATC-PC Operating Account,08/18/2022,Transfer To DD 5283165 Nedwick household bills,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/18/2022,Transfer To DD 5283165 Nedwick household bills,Shareholder Distribution
,Cash-ATC-PC Operating Account,08/18/2022,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/18/2022,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance Expense
,Cash-ATC-PC Operating Account,08/18/2022,Withdrawal,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/18/2022,Withdrawal,Shareholder Distribution
,Cash-ATC-PC Operating Account,08/19/2022,Transfer To DD 5283165,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/19/2022,Transfer To DD 5283165,Shareholder Distribution
,Cash-ATC-PC Operating Account,08/25/2022,MOBILE PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/25/2022,MOBILE PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,American Express
,Cash-ATC-PC Operating Account,08/29/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/29/2022,Political contribution,Shareholder Distribution
,Cash-ATC-PC Operating Account,09/01/2022,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/01/2022,MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,09/06/2022,Transfer To DD 5283165 JMF payroll,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/06/2022,Transfer To DD 5283165 JMF payroll,Shareholder Distribution
,Cash-ATC-PC Operating Account,09/14/2022,Transfer To DD 5283165 14 Bennington mortgage,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/14/2022,Transfer To DD 5283165 14 Bennington mortgage,Shareholder Distribution
,Cash-ATC-PC Operating Account,09/16/2022,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/16/2022,MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,09/20/2022,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/20/2022,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance Expense
,Cash-ATC-PC Operating Account,09/20/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/20/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,09/21/2022,Transfer To DD 5283165 43000,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/21/2022,Transfer To DD 5283165 43000,Shareholder Distribution
,Cash-ATC-PC Operating Account,09/23/2022,Transfer To DD 5760727 July-Sept 2022- This is the account Kate's payroll gets transferred to,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/23/2022,Transfer To DD 5760727 July-Sept 2022,KJH Loan
,Cash-ATC-PC Operating Account,09/26/2022,Transfer To DD 5283165,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/26/2022,Transfer To DD 5283165,Shareholder Distribution
,Cash-ATC-PC Operating Account,09/26/2022,Deposit,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/26/2022,Deposit,Sales
,Cash-ATC-PC Operating Account,09/27/2022,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/27/2022,MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,09/29/2022,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/29/2022,MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,10/03/2022,Transfer To DD 5283165 14 vent cleaning,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/03/2022,Transfer To DD 5283165 14 vent cleaning,Shareholder Distribution
,Cash-ATC-PC Operating Account,10/05/2022,NYS DTF WT/Tax Paymnt W24920184740,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/05/2022,NYS DTF WT/Tax Paymnt W24920184740,Payroll Liabilities
,Cash-ATC-PC Operating Account,10/05/2022,"Fidelis Care US/000000000 Julie M Frances, P.C.",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/05/2022,"Fidelis Care US/000000000 Julie M Frances, P.C.",Insurance Expense
,Cash-ATC-PC Operating Account,10/10/2022,AUTOPAY PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/10/2022,AUTOPAY PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,American Express
,Cash-ATC-PC Operating Account,10/11/2022,Transfer To DD 5283165,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/11/2022,Transfer To DD 5283165,Shareholder Distribution
,Cash-ATC-PC Operating Account,10/12/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/12/2022,"Written out to ""Pam"" as a thank you",Shareholder Distribution
,Cash-ATC-PC Operating Account,10/13/2022,Transfer To DD 5283165,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/13/2022,Transfer To DD 5283165,Shareholder Distribution
,Cash-ATC-PC Operating Account,10/13/2022,Transfer To DD 6007803 erroneous transfer re Spratt closing,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/13/2022,Transfer To DD 6007803 erroneous transfer re Spratt closing,Cash-ATC-PC Escrow Account
,Cash-ATC-PC Operating Account,10/17/2022,Transfer To DD 5283165,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/17/2022,Transfer To DD 5283165,Shareholder Distribution
,Cash-ATC-PC Operating Account,10/18/2022,Transfer To DD 5760727 10/22- Kate's payroll account,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/18/2022,Transfer To DD 5760727 10/22,KJH Loan
,Cash-ATC-PC Operating Account,10/20/2022,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/20/2022,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance Expense
,Cash-ATC-PC Operating Account,10/20/2022,Transfer To DD 5283165 boys clothes,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/20/2022,Transfer To DD 5283165 boys clothes,Shareholder Distribution
,Cash-ATC-PC Operating Account,10/24/2022,Transfer To DD 5283165,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/24/2022,Transfer To DD 5283165,Shareholder Distribution
,Cash-ATC-PC Operating Account,10/27/2022,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/27/2022,MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,11/02/2022,Transfer To DD 5283165 Nedwick Family bills,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/02/2022,Transfer To DD 5283165 Nedwick Family bills,Shareholder Distribution
,Cash-ATC-PC Operating Account,11/02/2022,New York Quality/Fidelis Ca ce of Julie M. Frances,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/02/2022,New York Quality/Fidelis Ca ce of Julie M. Frances,Insurance Expense
,Cash-ATC-PC Operating Account,11/06/2022,MOBILE PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/06/2022,MOBILE PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,American Express
,Cash-ATC-PC Operating Account,11/16/2022,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/16/2022,MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,11/18/2022,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/18/2022,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance Expense
,Cash-ATC-PC Operating Account,11/21/2022,"POS Purchase Non-PIN THE ALPINE SPORT SHOP, SARATOGA SPRI NY 447537 *****9214 11/18 15:39",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/21/2022,"POS Purchase Non-PIN THE ALPINE SPORT SHOP, SARATOGA SPRI NY 447537 *****9214 11/18 15:39",Shareholder Distribution
,Cash-ATC-PC Operating Account,11/21/2022,Transfer To DD 5760727- this is the account Kate's payroll gets transferred into I believe,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/21/2022,Transfer To DD 5760727,KJH Loan
,Cash-ATC-PC Operating Account,11/23/2022,Transfer To DD 5283165 JMF,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/23/2022,Transfer To DD 5283165 JMF,Shareholder Distribution
,Cash-ATC-PC Operating Account,11/29/2022,Deposit,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/29/2022,Deposit,Sales
,Cash-ATC-PC Operating Account,12/02/2022,Returned/Reprocessed Item Handling Fee,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/02/2022,Returned/Reprocessed Item Handling Fee,Bank Service Charges
,Cash-ATC-PC Operating Account,12/02/2022,Chargeback,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/02/2022,Chargeback,Sales
,Cash-ATC-PC Operating Account,12/05/2022,New York Quality/Fidelis Ca of Julie M Frances PC,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/05/2022,New York Quality/Fidelis Ca of Julie M Frances PC,Insurance Expense
,Cash-ATC-PC Operating Account,12/07/2022,Transfer To DD 5283165 Nedwick Family bills,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/07/2022,Transfer To DD 5283165 Nedwick Family bills,Shareholder Distribution
,Cash-ATC-PC Operating Account,12/07/2022,Transfer To DD 5760727 November and December- this is the account Kate's payroll gets transferred to I believe,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/07/2022,Transfer To DD 5760727 November and December,KJH Loan
,Cash-ATC-PC Operating Account,12/08/2022,Transfer To DD 6034452 Beth,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/08/2022,,Shareholder Distribution
,Cash-ATC-PC Operating Account,12/09/2022,AUTOPAY PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/09/2022,AUTOPAY PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,American Express
,Cash-ATC-PC Operating Account,12/19/2022,Transfer To DD 5283165 Nedwick Family Bills,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/19/2022,Transfer To DD 5283165 Nedwick Family Bills,Shareholder Distribution
,Cash-ATC-PC Operating Account,12/20/2022,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/20/2022,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance Expense
,Cash-ATC-PC Operating Account,12/20/2022,MOBILE PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/20/2022,MOBILE PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,American Express
,Cash-ATC-PC Operating Account,12/27/2022,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/27/2022,MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,12/28/2022,"POS Purchase Non-PIN THE ALPINE SPORT SHOP, SARATOGA SPRI NY 447537 *****9214 12/26 15:21",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/28/2022,"POS Purchase Non-PIN THE ALPINE SPORT SHOP, SARATOGA SPRI NY 447537 *****9214 12/26 15:21",Shareholder Distribution
,Cash-ATC-PC Operating Account,12/30/2022,Withdrawal,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/30/2022,Withdrawal,Shareholder Distribution
,Cash-ATC-PC Operating Account,12/30/2022,Deposit,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/30/2022,Deposit,Gideon
,Cash-ATC-PC Operating Account,01/01/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/01/2023,JMF kept cash,Shareholder Distribution
,Cash-ATC-PC Operating Account,01/01/2023,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,01/01/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/01/2023,,Shareholder Distribution
,Cash-ATC-PC Operating Account,01/01/2023,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,01/03/2023,Transfer To DD 5760727 KJH payroll,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/03/2023,Transfer To DD 5760727 KJH payroll,KJH Loan
,Cash-ATC-PC Operating Account,01/05/2023,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/05/2023,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Health Insurance
,Cash-ATC-PC Operating Account,01/09/2023,Transfer To DD 5283165 Nedwick Family Bills,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/09/2023,Transfer To DD 5283165 Nedwick Family Bills,Shareholder Distribution
,Cash-ATC-PC Operating Account,01/10/2023,AUTOPAY PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/10/2023,AUTOPAY PAYMENT - THANK YOU XXXX-XXXXXX-43002 - JULIE M FRANCES,American Express
,Cash-ATC-PC Operating Account,01/10/2023,Transfer From DD 6007793 Turner Invoice #19839,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/10/2023,Transfer From DD 6007793 Turner Invoice #19839,ADK Retainer Account
,Cash-ATC-PC Operating Account,01/11/2023,Transfer To DD 5283165 14 Bennington Mortgage,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/11/2023,Transfer To DD 5283165 14 Bennington Mortgage,Shareholder Distribution
,Cash-ATC-PC Operating Account,01/16/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/16/2023,Cash,Shareholder Distribution
,Cash-ATC-PC Operating Account,01/18/2023,Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/18/2023,Check,Office Supplies
,Cash-ATC-PC Operating Account,01/20/2023,ACH Debit WBMASONCOMPANY/OFFICEPROD LAW            *OFFICEOF,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/20/2023,ACH Debit WBMASONCOMPANY/OFFICEPROD LAW            *OFFICEOF,Office Supplies
,Cash-ATC-PC Operating Account,01/20/2023,ACH Debit NEW YORK CENTRAL/EFT DEBIT JULIE M       FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/20/2023,ACH Debit NEW YORK CENTRAL/EFT DEBIT JULIE M       FRANCES,Insurance Expense
,Cash-ATC-PC Operating Account,01/20/2023,ACH Debit NYS DTF WT/Tax Paymnt WTWF2301194792846,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/20/2023,ACH Debit NYS DTF WT/Tax Paymnt WTWF2301194792846,Ask My Accountant
,Cash-ATC-PC Operating Account,01/23/2023,Webwi$e Transfer Debit Transfer To DD 5760727 KJH payroll,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/23/2023,Webwi$e Transfer Debit Transfer To DD 5760727 KJH payroll,KJH Loan
,Cash-ATC-PC Operating Account,01/23/2023,Webwi$e Transfer Debit Transfer To DD 5760727 KJH phone,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/23/2023,Webwi$e Transfer Debit Transfer To DD 5760727 KJH phone,KJH Loan
,Cash-ATC-PC Operating Account,01/23/2023,Webwi$e Transfer Credit Transfer From DD 6034452 Ski reimbursement,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/23/2023,Webwi$e Transfer Credit Transfer From DD 6034452 Ski reimbursement,Shareholder Distribution
,Cash-ATC-PC Operating Account,01/27/2023,ACH Credit MYCASE/Funds Disb MyCase,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/27/2023,ACH Credit MYCASE/Funds Disb MyCase,Ask My Accountant
,Cash-ATC-PC Operating Account,01/30/2023,ACH Debit MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/30/2023,ACH Debit MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,01/31/2023,ACH Debit NYS DOL UI/Tax Paymnt U34926042622,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/31/2023,ACH Debit NYS DOL UI/Tax Paymnt U34926042622,Payroll Liabilities
,Cash-ATC-PC Operating Account,01/31/2023,ACH Credit MYCASE/Funds Disb MyCase,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/31/2023,ACH Credit MYCASE/Funds Disb MyCase,Ask My Accountant
,Cash-ATC-PC Operating Account,01/31/2023,ACH Debit MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/31/2023,ACH Debit MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,02/01/2023,ACH Debit MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
